ID,Product Name,Serial Number,Category,Price ($),Stock Quantity,Unique Key
543,Tablet,42WX,Electronics,600,20,Key_543
544,Monitor,43XY,Electronics,300,25,Key_544
545,Keyboard,44YZ,Accessories,100,30,Key_545
546,Laptop,45ZA,Electronics,1200,10,Key_546
547,Smartphone,46AB,Electronics,800,15,Key_547
548,Tablet,47BC,Electronics,600,20,Key_548
549,Monitor,48CD,Electronics,300,25,Key_549
550,Keyboard,49DE,Accessories,100,30,Key_550
551,Laptop,550E1,Electronics,1200,10,Key_551
552,Smartphone,51FG,Electronics,800,15,Key_552
553,Tablet,52GH,Electronics,600,20,Key_553
554,Monitor,53HI,Electronics,300,25,Key_554
555,Keyboard,54IJ,Accessories,100,30,Key_555
556,Laptop,55JK,Electronics,1200,10,Key_556
557,Smartphone,56KL,Electronics,800,15,Key_557
558,Tablet,57LM,Electronics,600,20,Key_558
559,Monitor,58MN,Electronics,300,25,Key_559
560,Keyboard,59NO,Accessories,100,30,Key_560
561,Laptop,FRMC,Electronics,1200,10,Key_561
562,Smartphone,61PQ,Electronics,800,15,Key_562
563,Tablet,62QR,Electronics,600,20,Key_563
564,Monitor,63RS,Electronics,300,25,Key_564
565,Keyboard,64ST,Accessories,100,30,Key_565
566,Laptop,65TU,Electronics,1200,10,Key_566
567,Smartphone,66UV,Electronics,800,15,Key_567
568,Tablet,67VW,Electronics,600,20,Key_568
569,Monitor,68WX,Electronics,300,25,Key_569
570,Keyboard,69XY,Accessories,100,30,Key_570
571,Laptop,7952,Electronics,1200,10,Key_571
572,Smartphone,71ZA,Electronics,800,15,Key_572
573,Tablet,72AB,Electronics,600,20,Key_573
574,Monitor,73BC,Electronics,300,25,Key_574
575,Keyboard,74CD,Accessories,100,30,Key_575
576,Laptop,75DE,Electronics,1200,10,Key_576
577,Smartphone,76EF,Electronics,800,15,Key_577
578,Tablet,77FG,Electronics,600,20,Key_578
579,Monitor,78GH,Electronics,300,25,Key_579
580,Keyboard,79HI,Accessories,100,30,Key_580
581,Laptop,,Electronics,1200,10,Key_581
582,Smartphone,81JK,Electronics,800,15,Key_582
583,Tablet,82KL,Electronics,600,20,Key_583
584,Monitor,83LM,Electronics,300,25,Key_584
585,Keyboard,84MN,Accessories,100,30,Key_585
586,Laptop,85NO,Electronics,1200,10,Key_586
587,Smartphone,86OP,Electronics,800,15,Key_587
588,Tablet,87PQ,Electronics,600,20,Key_588
589,Monitor,88QR,Electronics,300,25,Key_589
590,Keyboard,89RS,Accessories,100,30,Key_590
591,Laptop,590S1,Electronics,1200,10,Key_591
592,Smartphone,91TU,Electronics,800,15,Key_592
593,Tablet,92UV,Electronics,600,20,Key_593
594,Monitor,93VW,Electronics,300,25,Key_594
595,Keyboard,94WX,Accessories,100,30,Key_595
596,Laptop,95XY,Electronics,1200,10,Key_596
597,Smartphone,96YZ,Electronics,800,15,Key_597
598,Tablet,97ZA,Electronics,600,20,Key_598
599,Monitor,98AB,Electronics,300,25,Key_599
600,Keyboard,99BC,Accessories,100,30,Key_600
601,Laptop,PGTN,Electronics,1200,10,Key_601
602,Smartphone,01DE,Electronics,800,15,Key_602
603,Tablet,02EF,Electronics,600,20,Key_603
604,Monitor,03FG,Electronics,300,25,Key_604
605,Keyboard,04GH,Accessories,100,30,Key_605
606,Laptop,05HI,Electronics,1200,10,Key_606
607,Smartphone,06IJ,Electronics,800,15,Key_607
608,Tablet,07JK,Electronics,600,20,Key_608
609,Monitor,08KL,Electronics,300,25,Key_609
610,Keyboard,09LM,Accessories,100,30,Key_610
611,Laptop,8421,Electronics,1200,10,Key_611
612,Smartphone,11NO,Electronics,800,15,Key_612
613,Tablet,12OP,Electronics,600,20,Key_613
614,Monitor,13PQ,Electronics,300,25,Key_614
615,Keyboard,14QR,Accessories,100,30,Key_615
616,Laptop,15RS,Electronics,1200,10,Key_616
617,Smartphone,16ST,Electronics,800,15,Key_617
618,Tablet,17TU,Electronics,600,20,Key_618
619,Monitor,18UV,Electronics,300,25,Key_619
620,Keyboard,19VW,Accessories,100,30,Key_620
621,Laptop,,Electronics,1200,10,Key_621
622,Smartphone,21XY,Electronics,800,15,Key_622
623,Tablet,22YZ,Electronics,600,20,Key_623
624,Monitor,23ZA,Electronics,300,25,Key_624
625,Keyboard,24AB,Accessories,100,30,Key_625
626,Laptop,25BC,Electronics,1200,10,Key_626
627,Smartphone,26CD,Electronics,800,15,Key_627
628,Tablet,27DE,Electronics,600,20,Key_628
629,Monitor,28EF,Electronics,300,25,Key_629
630,Keyboard,29FG,Accessories,100,30,Key_630
631,Laptop,630G1,Electronics,1200,10,Key_631
632,Smartphone,31HI,Electronics,800,15,Key_632
633,Tablet,32IJ,Electronics,600,20,Key_633
634,Monitor,33JK,Electronics,300,25,Key_634
635,Keyboard,34KL,Accessories,100,30,Key_635
636,Laptop,35LM,Electronics,1200,10,Key_636
637,Smartphone,36MN,Electronics,800,15,Key_637
638,Tablet,37NO,Electronics,600,20,Key_638
639,Monitor,38OP,Electronics,300,25,Key_639
640,Keyboard,39PQ,Accessories,100,30,Key_640
641,Laptop,BCRN,Electronics,1200,10,Key_641
642,Smartphone,41RS,Electronics,800,15,Key_642
643,Tablet,42ST,Electronics,600,20,Key_643
644,Monitor,43TU,Electronics,300,25,Key_644
645,Keyboard,44UV,Accessories,100,30,Key_645
646,Laptop,45VW,Electronics,1200,10,Key_646
647,Smartphone,46WX,Electronics,800,15,Key_647
648,Tablet,47XY,Electronics,600,20,Key_648
649,Monitor,48YZ,Electronics,300,25,Key_649
650,Keyboard,49ZA,Accessories,100,30,Key_650
651,Laptop,3198,Electronics,1200,10,Key_651
652,Smartphone,51BC,Electronics,800,15,Key_652
653,Tablet,52CD,Electronics,600,20,Key_653
654,Monitor,53DE,Electronics,300,25,Key_654
655,Keyboard,54EF,Accessories,100,30,Key_655
656,Laptop,55FG,Electronics,1200,10,Key_656
657,Smartphone,56GH,Electronics,800,15,Key_657
658,Tablet,57HI,Electronics,600,20,Key_658
659,Monitor,58IJ,Electronics,300,25,Key_659
660,Keyboard,59JK,Accessories,100,30,Key_660
661,Laptop,,Electronics,1200,10,Key_661
662,Smartphone,61LM,Electronics,800,15,Key_662
663,Tablet,62MN,Electronics,600,20,Key_663
664,Monitor,63NO,Electronics,300,25,Key_664
665,Keyboard,64OP,Accessories,100,30,Key_665
666,Laptop,65PQ,Electronics,1200,10,Key_666
667,Smartphone,66QR,Electronics,800,15,Key_667
668,Tablet,67RS,Electronics,600,20,Key_668
669,Monitor,68ST,Electronics,300,25,Key_669
670,Keyboard,69TU,Accessories,100,30,Key_670
671,Laptop,670U1,Electronics,1200,10,Key_671
672,Smartphone,71VW,Electronics,800,15,Key_672
673,Tablet,72WX,Electronics,600,20,Key_673
674,Monitor,73XY,Electronics,300,25,Key_674
675,Keyboard,74YZ,Accessories,100,30,Key_675
676,Laptop,75ZA,Electronics,1200,10,Key_676
677,Smartphone,76AB,Electronics,800,15,Key_677
678,Tablet,77BC,Electronics,600,20,Key_678
679,Monitor,78CD,Electronics,300,25,Key_679
680,Keyboard,79DE,Accessories,100,30,Key_680
681,Laptop,BYVA,Electronics,1200,10,Key_681
682,Smartphone,81FG,Electronics,800,15,Key_682
683,Tablet,82GH,Electronics,600,20,Key_683
684,Monitor,83HI,Electronics,300,25,Key_684
685,Keyboard,84IJ,Accessories,100,30,Key_685
686,Laptop,85JK,Electronics,1200,10,Key_686
687,Smartphone,86KL,Electronics,800,15,Key_687
688,Tablet,87LM,Electronics,600,20,Key_688
689,Monitor,88MN,Electronics,300,25,Key_689
690,Keyboard,89NO,Accessories,100,30,Key_690
691,Laptop,3053,Electronics,1200,10,Key_691
692,Smartphone,91PQ,Electronics,800,15,Key_692
693,Tablet,92QR,Electronics,600,20,Key_693
694,Monitor,93RS,Electronics,300,25,Key_694
695,Keyboard,94ST,Accessories,100,30,Key_695
696,Laptop,95TU,Electronics,1200,10,Key_696
697,Smartphone,96UV,Electronics,800,15,Key_697
698,Tablet,97VW,Electronics,600,20,Key_698
699,Monitor,98WX,Electronics,300,25,Key_699
700,Keyboard,99XY,Accessories,100,30,Key_700
701,Laptop,,Electronics,1200,10,Key_701
702,Smartphone,01ZA,Electronics,800,15,Key_702
703,Tablet,02AB,Electronics,600,20,Key_703
704,Monitor,03BC,Electronics,300,25,Key_704
705,Keyboard,04CD,Accessories,100,30,Key_705
706,Laptop,05DE,Electronics,1200,10,Key_706
707,Smartphone,06EF,Electronics,800,15,Key_707
708,Tablet,07FG,Electronics,600,20,Key_708
709,Monitor,08GH,Electronics,300,25,Key_709
710,Keyboard,09HI,Accessories,100,30,Key_710
711,Laptop,710I1,Electronics,1200,10,Key_711
712,Smartphone,11JK,Electronics,800,15,Key_712
713,Tablet,12KL,Electronics,600,20,Key_713
714,Monitor,13LM,Electronics,300,25,Key_714
715,Keyboard,14MN,Accessories,100,30,Key_715
716,Laptop,15NO,Electronics,1200,10,Key_716
717,Smartphone,16OP,Electronics,800,15,Key_717
718,Tablet,17PQ,Electronics,600,20,Key_718
719,Monitor,18QR,Electronics,300,25,Key_719
720,Keyboard,19RS,Accessories,100,30,Key_720
721,Laptop,CCIF,Electronics,1200,10,Key_721
722,Smartphone,21TU,Electronics,800,15,Key_722
723,Tablet,22UV,Electronics,600,20,Key_723
724,Monitor,23VW,Electronics,300,25,Key_724
725,Keyboard,24WX,Accessories,100,30,Key_725
726,Laptop,25XY,Electronics,1200,10,Key_726
727,Smartphone,26YZ,Electronics,800,15,Key_727
728,Tablet,27ZA,Electronics,600,20,Key_728
729,Monitor,28AB,Electronics,300,25,Key_729
730,Keyboard,29BC,Accessories,100,30,Key_730
731,Laptop,8417,Electronics,1200,10,Key_731
732,Smartphone,31DE,Electronics,800,15,Key_732
733,Tablet,32EF,Electronics,600,20,Key_733
734,Monitor,33FG,Electronics,300,25,Key_734
735,Keyboard,34GH,Accessories,100,30,Key_735
736,Laptop,35HI,Electronics,1200,10,Key_736
737,Smartphone,36IJ,Electronics,800,15,Key_737
738,Tablet,37JK,Electronics,600,20,Key_738
739,Monitor,38KL,Electronics,300,25,Key_739
740,Keyboard,39LM,Accessories,100,30,Key_740
741,Laptop,,Electronics,1200,10,Key_741
742,Smartphone,41NO,Electronics,800,15,Key_742
743,Tablet,42OP,Electronics,600,20,Key_743
744,Monitor,43PQ,Electronics,300,25,Key_744
745,Keyboard,44QR,Accessories,100,30,Key_745
746,Laptop,45RS,Electronics,1200,10,Key_746
747,Smartphone,46ST,Electronics,800,15,Key_747
748,Tablet,47TU,Electronics,600,20,Key_748
749,Monitor,48UV,Electronics,300,25,Key_749
750,Keyboard,49VW,Accessories,100,30,Key_750
751,Laptop,750W1,Electronics,1200,10,Key_751
752,Smartphone,51XY,Electronics,800,15,Key_752
753,Tablet,52YZ,Electronics,600,20,Key_753
754,Monitor,53ZA,Electronics,300,25,Key_754
755,Keyboard,54AB,Accessories,100,30,Key_755
756,Laptop,55BC,Electronics,1200,10,Key_756
757,Smartphone,56CD,Electronics,800,15,Key_757
758,Tablet,57DE,Electronics,600,20,Key_758
759,Monitor,58EF,Electronics,300,25,Key_759
760,Keyboard,59FG,Accessories,100,30,Key_760
761,Laptop,UBDY,Electronics,1200,10,Key_761
762,Smartphone,61HI,Electronics,800,15,Key_762
763,Tablet,62IJ,Electronics,600,20,Key_763
764,Monitor,63JK,Electronics,300,25,Key_764
765,Keyboard,64KL,Accessories,100,30,Key_765
766,Laptop,65LM,Electronics,1200,10,Key_766
767,Smartphone,66MN,Electronics,800,15,Key_767
768,Tablet,67NO,Electronics,600,20,Key_768
769,Monitor,68OP,Electronics,300,25,Key_769
770,Keyboard,69PQ,Accessories,100,30,Key_770
771,Laptop,3315,Electronics,1200,10,Key_771
772,Smartphone,71RS,Electronics,800,15,Key_772
773,Tablet,72ST,Electronics,600,20,Key_773
774,Monitor,73TU,Electronics,300,25,Key_774
775,Keyboard,74UV,Accessories,100,30,Key_775
776,Laptop,75VW,Electronics,1200,10,Key_776
777,Smartphone,76WX,Electronics,800,15,Key_777
778,Tablet,77XY,Electronics,600,20,Key_778
779,Monitor,78YZ,Electronics,300,25,Key_779
780,Keyboard,79ZA,Accessories,100,30,Key_780
781,Laptop,,Electronics,1200,10,Key_781
782,Smartphone,81BC,Electronics,800,15,Key_782
783,Tablet,82CD,Electronics,600,20,Key_783
784,Monitor,83DE,Electronics,300,25,Key_784
785,Keyboard,84EF,Accessories,100,30,Key_785
786,Laptop,85FG,Electronics,1200,10,Key_786
787,Smartphone,86GH,Electronics,800,15,Key_787
788,Tablet,87HI,Electronics,600,20,Key_788
789,Monitor,88IJ,Electronics,300,25,Key_789
790,Keyboard,89JK,Accessories,100,30,Key_790
791,Laptop,790K1,Electronics,1200,10,Key_791
792,Smartphone,91LM,Electronics,800,15,Key_792
793,Tablet,92MN,Electronics,600,20,Key_793
794,Monitor,93NO,Electronics,300,25,Key_794
795,Keyboard,94OP,Accessories,100,30,Key_795
796,Laptop,95PQ,Electronics,1200,10,Key_796
797,Smartphone,96QR,Electronics,800,15,Key_797
798,Tablet,97RS,Electronics,600,20,Key_798
799,Monitor,98ST,Electronics,300,25,Key_799
800,Keyboard,99TU,Accessories,100,30,Key_800
801,Laptop,KBWS,Electronics,1200,10,Key_801
802,Smartphone,01VW,Electronics,800,15,Key_802
803,Tablet,02WX,Electronics,600,20,Key_803
804,Monitor,03XY,Electronics,300,25,Key_804
805,Keyboard,04YZ,Accessories,100,30,Key_805
806,Laptop,05ZA,Electronics,1200,10,Key_806
807,Smartphone,06AB,Electronics,800,15,Key_807
808,Tablet,07BC,Electronics,600,20,Key_808
809,Monitor,08CD,Electronics,300,25,Key_809
810,Keyboard,09DE,Accessories,100,30,Key_810
811,Laptop,2421,Electronics,1200,10,Key_811
812,Smartphone,11FG,Electronics,800,15,Key_812
813,Tablet,12GH,Electronics,600,20,Key_813
814,Monitor,13HI,Electronics,300,25,Key_814
815,Keyboard,14IJ,Accessories,100,30,Key_815
816,Laptop,15JK,Electronics,1200,10,Key_816
817,Smartphone,16KL,Electronics,800,15,Key_817
818,Tablet,17LM,Electronics,600,20,Key_818
819,Monitor,18MN,Electronics,300,25,Key_819
820,Keyboard,19NO,Accessories,100,30,Key_820
821,Laptop,,Electronics,1200,10,Key_821
822,Smartphone,21PQ,Electronics,800,15,Key_822
823,Tablet,22QR,Electronics,600,20,Key_823
824,Monitor,23RS,Electronics,300,25,Key_824
825,Keyboard,24ST,Accessories,100,30,Key_825
826,Laptop,25TU,Electronics,1200,10,Key_826
827,Smartphone,26UV,Electronics,800,15,Key_827
828,Tablet,27VW,Electronics,600,20,Key_828
829,Monitor,28WX,Electronics,300,25,Key_829
830,Keyboard,29XY,Accessories,100,30,Key_830
831,Laptop,830Y1,Electronics,1200,10,Key_831
832,Smartphone,31ZA,Electronics,800,15,Key_832
833,Tablet,32AB,Electronics,600,20,Key_833
834,Monitor,33BC,Electronics,300,25,Key_834
835,Keyboard,34CD,Accessories,100,30,Key_835
836,Laptop,35DE,Electronics,1200,10,Key_836
837,Smartphone,36EF,Electronics,800,15,Key_837
838,Tablet,37FG,Electronics,600,20,Key_838
839,Monitor,38GH,Electronics,300,25,Key_839
840,Keyboard,39HI,Accessories,100,30,Key_840
841,Laptop,JYBK,Electronics,1200,10,Key_841
842,Smartphone,41JK,Electronics,800,15,Key_842
843,Tablet,42KL,Electronics,600,20,Key_843
844,Monitor,43LM,Electronics,300,25,Key_844
845,Keyboard,44MN,Accessories,100,30,Key_845
846,Laptop,45NO,Electronics,1200,10,Key_846
847,Smartphone,46OP,Electronics,800,15,Key_847
848,Tablet,47PQ,Electronics,600,20,Key_848
849,Monitor,48QR,Electronics,300,25,Key_849
850,Keyboard,49RS,Accessories,100,30,Key_850
851,Laptop,1786,Electronics,1200,10,Key_851
852,Smartphone,51TU,Electronics,800,15,Key_852
853,Tablet,52UV,Electronics,600,20,Key_853
854,Monitor,53VW,Electronics,300,25,Key_854
855,Keyboard,54WX,Accessories,100,30,Key_855
856,Laptop,55XY,Electronics,1200,10,Key_856
857,Smartphone,56YZ,Electronics,800,15,Key_857
858,Tablet,57ZA,Electronics,600,20,Key_858
859,Monitor,58AB,Electronics,300,25,Key_859
860,Keyboard,59BC,Accessories,100,30,Key_860
861,Laptop,,Electronics,1200,10,Key_861
862,Smartphone,61DE,Electronics,800,15,Key_862
863,Tablet,62EF,Electronics,600,20,Key_863
864,Monitor,63FG,Electronics,300,25,Key_864
865,Keyboard,64GH,Accessories,100,30,Key_865
866,Laptop,65HI,Electronics,1200,10,Key_866
867,Smartphone,66IJ,Electronics,800,15,Key_867
868,Tablet,67JK,Electronics,600,20,Key_868
869,Monitor,68KL,Electronics,300,25,Key_869
870,Keyboard,69LM,Accessories,100,30,Key_870
871,Laptop,870M1,Electronics,1200,10,Key_871
872,Smartphone,71NO,Electronics,800,15,Key_872
873,Tablet,72OP,Electronics,600,20,Key_873
874,Monitor,73PQ,Electronics,300,25,Key_874
875,Keyboard,74QR,Accessories,100,30,Key_875
876,Laptop,75RS,Electronics,1200,10,Key_876
877,Smartphone,76ST,Electronics,800,15,Key_877
878,Tablet,77TU,Electronics,600,20,Key_878
879,Monitor,78UV,Electronics,300,25,Key_879
880,Keyboard,79VW,Accessories,100,30,Key_880
881,Laptop,SICU,Electronics,1200,10,Key_881
882,Smartphone,81XY,Electronics,800,15,Key_882
883,Tablet,82YZ,Electronics,600,20,Key_883
884,Monitor,83ZA,Electronics,300,25,Key_884
885,Keyboard,84AB,Accessories,100,30,Key_885
886,Laptop,85BC,Electronics,1200,10,Key_886
887,Smartphone,86CD,Electronics,800,15,Key_887
888,Tablet,87DE,Electronics,600,20,Key_888
889,Monitor,88EF,Electronics,300,25,Key_889
890,Keyboard,89FG,Accessories,100,30,Key_890
891,Laptop,8260,Electronics,1200,10,Key_891
892,Smartphone,91HI,Electronics,800,15,Key_892
893,Tablet,92IJ,Electronics,600,20,Key_893
894,Monitor,93JK,Electronics,300,25,Key_894
895,Keyboard,94KL,Accessories,100,30,Key_895
896,Laptop,95LM,Electronics,1200,10,Key_896
897,Smartphone,96MN,Electronics,800,15,Key_897
898,Tablet,97NO,Electronics,600,20,Key_898
899,Monitor,98OP,Electronics,300,25,Key_899
900,Keyboard,99PQ,Accessories,100,30,Key_900
901,Laptop,,Electronics,1200,10,Key_901
902,Smartphone,01RS,Electronics,800,15,Key_902
903,Tablet,02ST,Electronics,600,20,Key_903
904,Monitor,03TU,Electronics,300,25,Key_904
905,Keyboard,04UV,Accessories,100,30,Key_905
906,Laptop,05VW,Electronics,1200,10,Key_906
907,Smartphone,06WX,Electronics,800,15,Key_907
908,Tablet,07XY,Electronics,600,20,Key_908
909,Monitor,08YZ,Electronics,300,25,Key_909
910,Keyboard,09ZA,Accessories,100,30,Key_910
911,Laptop,910A1,Electronics,1200,10,Key_911
912,Smartphone,11BC,Electronics,800,15,Key_912
913,Tablet,12CD,Electronics,600,20,Key_913
914,Monitor,13DE,Electronics,300,25,Key_914
915,Keyboard,14EF,Accessories,100,30,Key_915
916,Laptop,15FG,Electronics,1200,10,Key_916
917,Smartphone,16GH,Electronics,800,15,Key_917
918,Tablet,17HI,Electronics,600,20,Key_918
919,Monitor,18IJ,Electronics,300,25,Key_919
920,Keyboard,19JK,Accessories,100,30,Key_920
921,Laptop,DDGH,Electronics,1200,10,Key_921
922,Smartphone,21LM,Electronics,800,15,Key_922
923,Tablet,22MN,Electronics,600,20,Key_923
924,Monitor,23NO,Electronics,300,25,Key_924
925,Keyboard,24OP,Accessories,100,30,Key_925
926,Laptop,25PQ,Electronics,1200,10,Key_926
927,Smartphone,26QR,Electronics,800,15,Key_927
928,Tablet,27RS,Electronics,600,20,Key_928
929,Monitor,28ST,Electronics,300,25,Key_929
930,Keyboard,29TU,Accessories,100,30,Key_930
931,Laptop,0463,Electronics,1200,10,Key_931
932,Smartphone,31VW,Electronics,800,15,Key_932
933,Tablet,32WX,Electronics,600,20,Key_933
934,Monitor,33XY,Electronics,300,25,Key_934
935,Keyboard,34YZ,Accessories,100,30,Key_935
936,Laptop,35ZA,Electronics,1200,10,Key_936
937,Smartphone,36AB,Electronics,800,15,Key_937
938,Tablet,37BC,Electronics,600,20,Key_938
939,Monitor,38CD,Electronics,300,25,Key_939
940,Keyboard,39DE,Accessories,100,30,Key_940
941,Laptop,,Electronics,1200,10,Key_941
942,Smartphone,41FG,Electronics,800,15,Key_942
943,Tablet,42GH,Electronics,600,20,Key_943
944,Monitor,43HI,Electronics,300,25,Key_944
945,Keyboard,44IJ,Accessories,100,30,Key_945
946,Laptop,45JK,Electronics,1200,10,Key_946
947,Smartphone,46KL,Electronics,800,15,Key_947
948,Tablet,47LM,Electronics,600,20,Key_948
949,Monitor,48MN,Electronics,300,25,Key_949
950,Keyboard,49NO,Accessories,100,30,Key_950
951,Laptop,950O1,Electronics,1200,10,Key_951
952,Smartphone,51PQ,Electronics,800,15,Key_952
953,Tablet,52QR,Electronics,600,20,Key_953
954,Monitor,53RS,Electronics,300,25,Key_954
955,Keyboard,54ST,Accessories,100,30,Key_955
956,Laptop,55TU,Electronics,1200,10,Key_956
957,Smartphone,56UV,Electronics,800,15,Key_957
958,Tablet,57VW,Electronics,600,20,Key_958
959,Monitor,58WX,Electronics,300,25,Key_959
960,Keyboard,59XY,Accessories,100,30,Key_960
961,Laptop,TDFG,Electronics,1200,10,Key_961
962,Smartphone,61ZA,Electronics,800,15,Key_962
963,Tablet,62AB,Electronics,600,20,Key_963
964,Monitor,63BC,Electronics,300,25,Key_964
965,Keyboard,64CD,Accessories,100,30,Key_965
966,Laptop,65DE,Electronics,1200,10,Key_966
967,Smartphone,66EF,Electronics,800,15,Key_967
968,Tablet,67FG,Electronics,600,20,Key_968
969,Monitor,68GH,Electronics,300,25,Key_969
970,Keyboard,69HI,Accessories,100,30,Key_970
971,Laptop,1432,Electronics,1200,10,Key_971
972,Smartphone,71JK,Electronics,800,15,Key_972
973,Tablet,72KL,Electronics,600,20,Key_973
974,Monitor,73LM,Electronics,300,25,Key_974
975,Keyboard,74MN,Accessories,100,30,Key_975
976,Laptop,75NO,Electronics,1200,10,Key_976
977,Smartphone,76OP,Electronics,800,15,Key_977
978,Tablet,77PQ,Electronics,600,20,Key_978
979,Monitor,78QR,Electronics,300,25,Key_979
980,Keyboard,79RS,Accessories,100,30,Key_980
981,Laptop,,Electronics,1200,10,Key_981
982,Smartphone,81TU,Electronics,800,15,Key_982
983,Tablet,82UV,Electronics,600,20,Key_983
984,Monitor,83VW,Electronics,300,25,Key_984
985,Keyboard,84WX,Accessories,100,30,Key_985
986,Laptop,85XY,Electronics,1200,10,Key_986
987,Smartphone,86YZ,Electronics,800,15,Key_987
988,Tablet,87ZA,Electronics,600,20,Key_988
989,Monitor,88AB,Electronics,300,25,Key_989
990,Keyboard,89BC,Accessories,100,30,Key_990
991,Laptop,990C1,Electronics,1200,10,Key_991
992,Smartphone,91DE,Electronics,800,15,Key_992
993,Tablet,92EF,Electronics,600,20,Key_993
994,Monitor,93FG,Electronics,300,25,Key_994
995,Keyboard,94GH,Accessories,100,30,Key_995
996,Laptop,95HI,Electronics,1200,10,Key_996
997,Smartphone,96IJ,Electronics,800,15,Key_997
998,Tablet,97JK,Electronics,600,20,Key_998
999,Monitor,98KL,Electronics,300,25,Key_999
1000,Keyboard,99LM,Accessories,100,30,Key_1000
